index,full.name,ip.address,region,in.store,age,items,amount
41886,Hayden West,133.239.135.254,3,1,52,2,985.29
41887,Parker O'Connell,237.22.112.172,3,1,63,8,544.44
41888,Herschel Runte,90.90.234.222,1,1,32,2,121.88
41889,January Frami,,3,0,20,4,208.89
41890,Mauro Connelly,,3,0,34,2,2099.4
41891,Johnnie Leffler,154.191.133.155,3,1,58,3,343.23
41892,Lorenzo Smitham,35.58.69.11,4,1,33,6,407.05
41893,Luis O'Kon,201.111.16.249,3,1,60,4,143.89
41894,Julietta Harris,,4,0,24,7,246.9
41895,Shawnee Boyle,143.88.111.177,4,1,32,5,1776.2
41896,Ronald Fisher,43.214.169.209,4,1,24,5,866.13
41897,Teresita Harris,172.20.236.92,1,1,35,6,515.68
41898,Lindsy Cremin,129.137.146.79,4,1,55,8,228.32
41899,Rudolph Sanford,148.120.158.93,1,1,48,3,159.07
41900,Johnson Smitham,112.189.89.138,1,1,58,3,640.74
41901,Joella Sipes,6.198.71.52,1,1,31,8,1131.0
41902,Thad Hessel,,3,0,44,5,1769.1
41903,Suzan Corkery,,3,0,19,4,1783.1
41904,Odell Stanton,116.134.33.217,1,1,36,5,744.74
41905,Darron McDermott,167.25.164.71,4,1,39,7,734.42
41906,Chet Maggio,38.253.176.71,1,1,62,6,554.89
41907,Ashely Stroman,,2,0,85,7,38.273
41908,Cecil Pagac,,3,0,37,5,1494.4
41909,Barrett Cole,,4,0,29,7,2664.2
41910,Jewel Beatty,,2,0,54,4,89.204
41911,Blanca Volkman,154.114.207.170,3,1,27,7,449.69
41912,Justa Haag,47.246.129.68,4,1,34,6,1333.6
41913,Carlyn Koss,,2,0,52,1,366.63
41914,Ariel Jerde,,3,0,22,2,2464.1
41915,Tim Daniel,,3,0,48,6,1908.5
41916,Fallon Padberg,,2,0,50,6,444.89
41917,Christiana Armstrong,6.124.163.64,1,1,43,7,285.81
41918,Odis Morar,,4,0,30,5,1882.2
41919,Luciana Yost,214.213.44.231,1,1,39,4,420.46
41920,Fleta Tromp,55.158.63.239,1,1,34,4,893.37
41921,Nickolas Jast,,2,0,40,8,236.11
41922,Ike Wolf,,4,0,18,6,714.21
41923,Orval Kihn,43.180.237.42,1,1,35,7,250.18
41924,Nigel Smitham,,2,0,29,7,206.83
41925,Sylvester Erdman,,3,0,18,8,650.91
41926,Lashandra Kreiger,87.47.140.8,4,1,30,5,554.15
41927,Roselle Rutherford,,4,0,27,4,1789.3
41928,Rodrigo Rice,,4,0,54,2,2984.8
41929,Edmundo Aufderhar,101.115.248.13,3,1,67,5,307.48
41930,Margarito Fay,127.190.219.107,3,1,30,3,763.19
41931,Edison Brekke,28.169.240.190,4,1,43,8,120.25
41932,Erwin Fahey,,2,0,30,6,215.53
41933,Paulene Bernier,153.195.113.227,3,1,69,2,564.28
41934,Riley Donnelly,164.111.12.219,4,1,28,7,1037.8
41935,Branden Smith,,3,0,58,7,1324.3
41936,Elisha Larson,136.196.250.254,1,1,29,6,1250.5
41937,Karoline Langosh,,4,0,27,4,2469.8
41938,Trudie Smitham,100.34.141.226,3,1,45,5,636.57
41939,Ignacio Block,111.191.35.240,4,1,25,1,1408.9
41940,Marica Langworth,27.48.226.69,3,1,64,4,715.53
41941,Norah Pouros,46.202.234.85,4,1,24,6,503.44
41942,Sana Keebler,,2,0,55,3,209.64
41943,Candra Kertzmann,,4,0,25,7,1526.0
41944,Amado Yundt,81.135.127.31,4,1,42,6,909.47
41945,Evan Kuhn,,3,0,40,1,1706.7
41946,Nyla O'Conner,187.45.24.39,3,1,60,3,324.54
41947,Lane Haley,,2,0,38,6,22.534
41948,Tyler Block,,3,0,23,2,252.65
41949,Sean Waters,,3,0,21,3,1142.7
41950,Devin Feest,200.149.142.156,1,1,45,2,258.14
41951,Wilber Barton,211.86.65.2,3,1,68,1,236.95
41952,Julius Veum,,4,0,47,2,2575.2
41953,Modesto Torp,,2,0,77,7,103.28
41954,Loretta Frami,,2,0,55,2,154.25
41955,Houston Schuster,,3,0,33,4,2988.5
41956,Christina Collins,,2,0,53,6,245.39
41957,Genie Kirlin,,2,0,32,5,405.86
41958,Georgie Flatley,,2,0,47,2,63.568
41959,Mahalia Okuneva,,4,0,32,3,2502.9
41960,Elida Oberbrunner,,3,0,60,5,2286.9
41961,Rory Ryan,,3,0,35,2,268.07
41962,Vasiliki Roob,,4,0,33,4,1433.0
41963,Susannah Jaskolski,,2,0,28,4,178.33
41964,Rene Kuhlman,,2,0,47,1,100.63
41965,Rodrick Nolan,,2,0,43,7,429.84
41966,Lashawn Abshire,,2,0,72,2,453.17
41967,Herlinda Boehm,25.145.41.178,1,1,30,7,748.13
41968,Annika Glover,,2,0,39,7,18.142
41969,Cristen Prosacco,,3,0,41,2,2303.8
41970,Mohammed Thiel,184.177.15.221,1,1,25,1,932.88
41971,Georgianne Hauck,,2,0,56,1,491.05
41972,Lynn Cassin,75.182.98.227,3,1,63,4,397.24
41973,Linsey Legros,,2,0,80,6,140.41
41974,Leola Schmitt,,2,0,46,2,483.55
41975,Ambrose Feeney,,2,0,66,3,422.77
41976,Phillip Ankunding,92.252.93.48,3,1,46,6,916.93
41977,Barton Homenick,,4,0,62,4,765.08
41978,Milda Abshire,,2,0,47,5,150.51
41979,Angelyn Pagac,123.29.29.169,4,1,21,6,1639.6
41980,Monica Tromp,,2,0,73,5,217.86
41981,Nick Yundt,198.15.174.93,1,1,22,7,942.27
41982,Sharell Wintheiser,,2,0,79,7,211.92
41983,Christiane Stiedemann,65.200.52.223,1,1,41,4,297.56
41984,India Fritsch,,3,0,35,2,1092.3
41985,Morris Labadie,72.81.117.195,3,1,70,3,239.36
41986,Mickie Waters,224.254.58.119,3,1,55,1,702.85
41987,Howard Cole,44.45.232.204,4,1,45,6,461.25
41988,Sandy Stokes,198.27.219.237,4,1,22,5,81.268
41989,Cedric Doyle,,2,0,53,2,479.04
41990,Malena Thiel,,4,0,56,4,2882.9
41991,Ike VonRueden,,2,0,38,7,317.91
41992,Eloy Walker,,4,0,52,2,2776.2
41993,Landon Waters,,4,0,47,6,2226.1
41994,Star Miller,119.170.81.173,1,1,45,5,829.01
41995,Andres Conroy,168.47.44.170,3,1,53,4,320.14
41996,Harold Kreiger,198.130.16.86,4,1,50,7,1013.8
41997,Clair Ferry,144.187.75.216,1,1,31,4,488.92
41998,Hang Schuppe,232.100.33.204,1,1,74,5,625.04
41999,Elly Stanton,,2,0,48,2,199.39
42000,Leslie Eichmann,,4,0,46,7,1032.9
42001,Shonta Gerhold,,4,0,57,4,2827.8
42002,Risa Abshire,48.153.41.195,4,1,31,7,1837.6
42003,Zachariah Hermiston,,2,0,47,7,288.53
42004,Margot Stark,36.166.253.109,1,1,64,5,249.08
42005,Jannet Lubowitz,244.3.40.137,4,1,54,5,411.16
42006,Adrian Mann,,4,0,62,3,2079.3
42007,Ione Cremin,77.110.175.110,3,1,43,7,174.78
42008,Masako Monahan,91.239.163.208,4,1,42,6,1578.6
42009,Dave Watsica,,4,0,61,2,2733.0
42010,Lyndia Prohaska,,4,0,19,3,376.51
42011,Edmond Emard,,2,0,72,2,254.03
42012,Felipa Block,14.209.249.35,4,1,46,2,1109.0
42013,Ward Blanda,,2,0,46,6,245.57
42014,Silas Bosco,,2,0,52,2,246.88
42015,Alonzo Bruen,,3,0,57,3,2536.6
42016,Ai Cormier,76.190.71.202,4,1,30,6,1023.2
42017,Hoyt Bayer,,3,0,44,2,2128.0
42018,Tiffany Rowe,,2,0,54,1,173.56
42019,Quinton Casper,216.133.230.254,3,1,48,4,688.2
42020,Reinaldo Luettgen,123.153.193.252,1,1,54,7,313.11
42021,Modesta Shanahan,202.4.93.134,3,1,29,4,254.51
42022,Denna Morar,153.101.4.150,4,1,44,3,1130.7
42023,Ulysses Mante,43.67.192.251,3,1,56,2,765.36
42024,Tresa Conroy,93.237.195.191,1,1,60,7,335.3
42025,Keena Mayer,169.207.200.122,3,1,70,7,601.69
42026,Fausto Wintheiser,,2,0,67,2,378.56
42027,Merissa Schaden,112.129.149.19,1,1,51,5,351.36
42028,Theo Lowe,,3,0,53,2,693.87
42029,Brad Von,,2,0,36,7,274.75
42030,Stephany Lowe,,2,0,59,1,190.59
42031,Delores Hodkiewicz,,3,0,43,1,2457.8
42032,Emilio Powlowski,197.17.204.153,4,1,41,6,706.21
42033,Kiersten Frami,75.62.115.82,3,1,68,3,334.69
42034,Rolland Cruickshank,,2,0,45,4,265.19
42035,Nell Barton,,4,0,46,4,427.02
42036,Floyd Wuckert,,4,0,28,7,951.86
42037,Tonisha Heathcote,25.4.238.89,4,1,46,4,449.35
42038,Angeline Barton,,2,0,46,5,422.6
42039,Edgardo Feil,,2,0,58,2,173.03
42040,Agueda Hayes,,2,0,30,4,492.62
42041,Antonia Weissnat,,4,0,30,3,1849.6
42042,Joetta Rippin,248.42.119.124,4,1,50,6,1940.9
42043,Nova Nicolas,,4,0,53,4,2544.3
42044,Kelley Volkman,,2,0,75,5,202.15
42045,Wilfredo Reinger,95.174.88.146,1,1,33,2,663.85
42046,Heath Jast,182.141.162.22,1,1,65,7,316.86
42047,Daryl Ortiz,121.228.226.249,4,1,44,6,1454.7
42048,Sean Beer,92.121.160.126,4,1,53,2,1138.0
42049,Chauncey Corkery,,2,0,73,3,142.77
42050,Nakesha Mayert,132.78.34.116,4,1,25,7,458.4
42051,Valentin Ebert,,3,0,20,5,851.72
42052,Sharmaine Kunde,162.84.241.207,1,1,37,8,513.67
42053,Mirta Gaylord,,2,0,43,1,422.45
42054,Marquis Ullrich,,2,0,39,6,423.59
42055,Kelley Predovic,243.38.112.36,1,1,62,8,347.39
42056,Tyler Heaney,,2,0,48,8,146.52
42057,Elliott Hermann,,3,0,60,7,2813.0
42058,Joellen Doyle,,3,0,36,8,516.06
42059,Delpha Hintz,,2,0,42,5,424.15
42060,Annalee Torphy,,3,0,21,4,365.7
42061,Otilia Ruecker,,4,0,24,8,559.28
42062,Emelia Wiegand,65.161.73.69,1,1,39,6,813.87
42063,Donovan Bashirian,64.158.16.154,4,1,44,2,870.36
42064,Ezequiel Lemke,33.12.18.248,3,1,66,2,462.93
42065,Lindsey Kerluke,23.33.242.105,4,1,19,6,416.89
42066,Willena Prosacco,,2,0,62,7,390.1
42067,Tempie Reichert,,2,0,35,5,324.58
42068,Jerrica Muller,102.205.104.210,1,1,65,5,606.04
42069,Gail Erdman,,2,0,42,8,286.27
42070,Luella Stoltenberg,,2,0,54,1,183.97
42071,Vincenzo Torphy,22.4.193.138,1,1,34,4,314.34
42072,Aracelis Brown,,3,0,31,2,1229.3
42073,Micheal Waters,250.133.31.147,3,1,67,2,564.98
42074,Akilah Hettinger,171.242.249.66,3,1,70,6,99.818
42075,Caleb Will,196.10.31.250,1,1,54,2,1777.0
42076,Kerstin O'Hara,40.232.154.153,4,1,44,3,1944.0
42077,Adelaida Nikolaus,207.229.211.220,1,1,57,1,701.73
42078,Nathanial Hoppe,,4,0,60,6,1393.9
42079,Starla Ondricka,,3,0,29,7,1129.8
42080,Josefina Marquardt,147.212.139.168,4,1,47,6,1238.4
42081,Armandina Thompson,,4,0,23,5,2433.6
42082,Barbera Gorczany,105.182.167.227,4,1,25,5,592.35
42083,Bill Kassulke,89.215.44.71,1,1,38,3,786.18
42084,Deborah Ondricka,,2,0,41,6,454.02
42085,Cesar Russel,,4,0,58,7,1017.9
42086,Nestor Carroll,24.224.8.153,1,1,26,3,611.72
42087,Isela Pfannerstill,39.66.128.230,4,1,21,5,143.64
42088,Earnest Braun,206.64.15.219,4,1,41,8,935.52
42089,Sau Green,,4,0,56,1,2897.5
42090,Tracie Kozey,,2,0,48,8,458.69
42091,Erin Konopelski,226.99.157.110,4,1,54,5,986.25
42092,Bernetta Aimonetti,184.106.86.19,3,1,31,5,924.52
42093,Murray Howell,,2,0,29,6,266.71
42094,Don Schumm,,4,0,55,8,327.98
42095,Cheryll Herzog,178.173.51.62,1,1,28,7,85.115
42096,Ladonna Bernhard,,2,0,42,2,268.86
42097,Alphonse Cole,,4,0,27,2,1818.6
42098,Merlin Nienow,,4,0,45,3,731.33
42099,Luis Franecki,110.232.206.230,4,1,47,3,1872.9
42100,Darin Schroeder,,2,0,59,6,219.99
42101,Maida Rau,177.168.251.35,3,1,29,3,930.52
42102,Assunta Wilderman,,4,0,32,5,817.96
42103,Emile Koelpin,69.187.71.169,4,1,49,6,511.7
42104,Wen Grant,,4,0,40,4,1448.8
42105,Alfonzo Swift,,4,0,34,3,1323.2
42106,Santos Treutel,,2,0,74,8,260.59
42107,Mahalia Leannon,,4,0,47,5,339.28
42108,Collene Heller,127.21.156.60,3,1,31,6,236.31
42109,Kent Gislason,,3,0,43,2,143.3
42110,Hung Rogahn,218.5.28.130,1,1,26,4,1596.8
42111,Bert Goyette,154.177.35.145,3,1,32,4,324.24
42112,Isabella Huels,,2,0,79,5,482.66
42113,Karon Lowe,,3,0,49,3,1462.4
42114,Adolph Collins,2.128.206.223,3,1,54,5,827.7
42115,Sherwood Mosciski,,2,0,73,6,289.86
42116,Armando Fisher,,4,0,52,8,176.07
42117,Veola Zboncak,,2,0,68,2,449.35
42118,Orlando Leannon,239.131.125.48,3,1,27,7,418.15
42119,Barrett Harris,199.186.52.191,4,1,20,6,1402.5
42120,Barb Gerlach,,4,0,45,1,1271.9
42121,Marion Olson,72.213.203.233,3,1,32,3,351.51
42122,Jamey Kub,140.43.77.167,4,1,26,3,1382.6
42123,Marty Cartwright,81.48.237.202,1,1,50,3,1537.9
42124,Leland Ruecker,241.149.54.19,3,1,61,4,948.71
42125,Karmen O'Conner,,4,0,45,6,2403.3
42126,Pedro Spinka,37.206.216.111,1,1,57,7,611.13
42127,Arturo Cummerata,121.253.213.128,4,1,37,2,611.8
42128,Cleo Conn,,3,0,38,4,779.52
42129,Brande Corkery,182.12.149.108,4,1,49,8,1189.0
42130,Lauren Gutmann,156.31.45.168,1,1,35,5,484.84
42131,Ricardo Casper,,4,0,31,5,1845.7
42132,Jacquetta Thiel,,4,0,37,7,2559.6
42133,Frederick Kihn,,2,0,62,6,10.595
42134,Cami Stark,23.227.125.119,1,1,52,4,86.241
42135,Darrell Cassin,,2,0,41,3,447.52
42136,Ricardo Sporer,,4,0,21,8,601.18
42137,Filiberto Dach,187.99.209.138,1,1,24,5,855.77
42138,Janella Kihn,,4,0,36,6,1604.5
42139,Nicolas Hauck,,3,0,34,8,1988.1
42140,Emile Heathcote,232.141.221.65,3,1,72,3,537.64
42141,Josef Green,,4,0,57,2,2163.0
42142,Shawnee Stiedemann,64.111.19.33,1,1,47,7,947.94
42143,Jeremiah Larson,249.148.244.192,4,1,45,8,420.37
42144,Troy Brekke,,2,0,70,5,242.35
42145,Fermin Rosenbaum,228.67.47.96,1,1,19,6,353.86
42146,Mikki Ward,,2,0,58,4,321.12
42147,Sylvester Funk,,2,0,76,3,24.994
42148,Josephina Welch,,2,0,47,5,188.26
42149,Ava Graham,114.44.159.32,1,1,27,8,244.6
42150,Brady Hamill,224.167.187.92,4,1,22,7,1815.8
42151,Adrian Fay,,4,0,60,1,2483.0
42152,Marlen Hettinger,110.217.70.47,1,1,61,5,332.69
42153,Napoleon Boehm,68.136.59.173,1,1,43,7,627.07
42154,Manuel Kertzmann,161.40.189.250,3,1,73,1,871.66
42155,Sammy Waelchi,,4,0,62,7,1789.7
42156,Hue Windler,,4,0,49,2,259.91
42157,Pierre Roberts,,4,0,41,2,2568.2
42158,Bryon Erdman,107.16.145.40,1,1,32,4,582.96
42159,Rory Carter,45.217.15.55,3,1,51,7,915.22
42160,Kristian Cole,,2,0,73,5,91.51
42161,Melony Kemmer,136.96.198.75,4,1,33,7,1015.5
42162,Page Hahn,,4,0,22,6,1570.6
42163,Darrin Lubowitz,,2,0,61,5,35.579
42164,Marilynn Paucek,175.153.166.193,4,1,30,1,713.62
42165,Jeremy Rowe,,2,0,37,6,5.213
42166,Thu Tromp,,3,0,22,7,971.15
42167,Argelia Quitzon,197.73.189.255,1,1,36,4,1551.2
42168,Arlen Langosh,219.33.63.72,4,1,34,5,1511.1
42169,Darcy Strosin,42.65.222.65,1,1,57,1,273.05
42170,My Toy,,4,0,39,2,1378.3
42171,Leopoldo Walker,72.61.188.114,4,1,38,3,992.98
42172,May Koss,7.21.233.118,3,1,74,2,862.17
42173,Chang Roberts,,2,0,72,4,124.32
42174,Jerrod Schmeler,24.182.72.110,1,1,64,5,420.36
42175,Mauricio Rath,161.83.39.234,1,1,30,3,1473.0
42176,Archie Stiedemann,168.138.253.27,4,1,36,7,429.73
42177,Claude Shanahan,225.36.81.22,3,1,24,2,490.03
42178,Oscar O'Hara,,2,0,67,3,10.793
42179,Lucile Hoppe,,2,0,74,4,297.0
42180,Kimberely Franecki,,4,0,60,4,1172.6
42181,Jamaal Buckridge,,2,0,74,1,434.81
42182,Mauricio Smitham,,2,0,69,1,237.79
42183,Shandra Kuphal,,4,0,58,7,2162.6
42184,Yetta Carroll,,4,0,58,6,2906.3
42185,Carlo Walsh,241.197.14.29,4,1,51,6,1088.1
42186,Sharlene Ondricka,56.5.22.9,1,1,43,3,1625.3
42187,Michaela Marvin,67.129.128.110,3,1,73,4,554.73
42188,Anh Schaefer,72.44.52.87,3,1,36,6,644.14
42189,Marketta Tromp,94.86.17.157,1,1,54,4,196.15
42190,Silas Johnson,,3,0,41,7,1470.4
42191,Jovita Halvorson,197.36.101.181,4,1,28,5,1342.0
42192,Clementine Doyle,202.62.76.58,1,1,43,2,551.28
42193,Shiloh Hartmann,189.58.194.103,1,1,32,7,926.38
42194,Nena Koss,,2,0,67,6,127.44
42195,Donald Oberbrunner,,2,0,83,3,407.31
42196,Kyong Heidenreich,123.30.53.153,3,1,62,3,236.58
42197,Riley Boyle,,4,0,27,2,2285.3
42198,Toney Powlowski,,2,0,36,6,206.45
42199,Refugio Cronin,,2,0,44,7,89.023
42200,Rozanne Towne,,2,0,69,5,75.366
42201,Logan Heller,,4,0,57,6,1184.3
42202,Brenton Mosciski,163.235.224.54,1,1,37,4,780.62
42203,Prince Davis,,2,0,53,7,51.467
42204,Shelia Morissette,188.59.80.207,3,1,67,1,160.68
42205,Gina Hettinger,149.175.98.128,4,1,50,6,1057.3
42206,Romeo Spinka,,2,0,79,7,199.14
42207,Darin Wintheiser,141.21.80.119,1,1,25,5,798.78
42208,Kristin D'Amore,,4,0,53,4,2679.4
42209,Brendon Zulauf,1.66.239.77,1,1,50,6,820.96
42210,Maricruz Botsford,175.71.226.200,4,1,34,2,1858.9
42211,Lou Harber,,2,0,84,6,348.82
42212,Claud Corkery,31.141.77.42,3,1,66,5,50.433
42213,Velia Bartell,,2,0,42,5,198.3
42214,Sean Legros,,3,0,43,7,1050.6
42215,Eli Johnson,67.210.8.63,3,1,35,4,827.37
42216,Cinda Huels,,3,0,33,7,635.39
42217,Synthia Roberts,129.89.250.168,1,1,72,7,783.0
42218,Jerry Pouros,215.158.33.42,3,1,72,2,212.45
42219,Meggan Cummerata,122.112.178.79,3,1,47,1,936.25
42220,Veronica Quigley,,2,0,36,8,137.85
42221,Rosalee Kautzer,,2,0,67,3,68.395
42222,Danilo Rath,55.101.190.127,4,1,53,7,939.45
42223,Moises Stark,,2,0,31,4,413.01
42224,Mervin Hamill,23.156.115.195,1,1,44,4,782.77
42225,Kym Kunde,83.255.33.120,3,1,26,7,766.49
42226,Sterling Pfannerstill,,2,0,61,4,426.51
42227,Mac Marvin,231.243.139.225,1,1,20,8,1885.9
42228,Joel Cummings,157.175.168.44,3,1,28,3,666.38
42229,Daryl Mertz,,2,0,67,5,249.99
42230,Hung Towne,,2,0,79,3,429.08
42231,Dominique Schimmel,56.134.227.121,4,1,20,5,1620.3
42232,Zoila Kohler,,4,0,46,7,1052.2
42233,Bobbie Rau,142.70.250.26,3,1,29,3,741.11
42234,Stuart Smith,,3,0,28,3,2018.0
42235,Maxwell Powlowski,,2,0,66,4,81.418
42236,Josue Lakin,254.76.191.180,3,1,49,3,116.87
42237,Rafael Ziemann,71.44.109.41,1,1,21,3,290.76
42238,Asley Hettinger,,4,0,48,5,1139.3
42239,Wilford Watsica,,3,0,19,5,953.25
42240,Taylor Hoppe,166.72.131.122,3,1,30,3,331.18
42241,Bennie Hilll,,3,0,27,4,205.93
42242,Jeanetta Gutmann,,2,0,37,2,162.3
42243,Alfred Parker,,2,0,46,4,167.72
42244,Sal Keeling,179.189.179.150,1,1,26,1,1125.2
42245,Joan Terry,37.68.23.242,4,1,28,2,456.36
42246,Christena Jaskolski,,2,0,56,8,91.806
42247,Charissa Kulas,220.27.185.113,3,1,44,2,729.55
42248,Arlie Friesen,229.246.158.13,3,1,38,8,91.244
42249,Glen Pouros,103.176.51.149,1,1,44,6,196.0
42250,Corey Hickle,,2,0,38,3,287.01
42251,Deena Zieme,83.28.123.190,3,1,39,7,275.07
42252,Shirley Stehr,170.79.39.41,4,1,44,7,1135.4
42253,Guillermo Orn,,2,0,71,5,14.158
42254,Mose Zulauf,,2,0,50,3,323.5
42255,Jami Ebert,,2,0,47,3,62.814
42256,Jarrett Luettgen,89.27.102.76,4,1,40,3,1400.7
42257,Indira Williamson,,2,0,78,2,60.592
42258,Jc Boyle,90.216.156.82,1,1,73,7,316.3
42259,Noe Flatley,,2,0,82,6,459.18
42260,Ed Satterfield,212.17.235.4,4,1,52,1,1742.8
42261,Royce Lubowitz,177.36.237.79,4,1,46,2,1975.3
42262,Flossie Howell,,4,0,57,2,505.57
42263,Kendall Champlin,,2,0,77,6,94.135
42264,Bret Reichel,204.126.218.186,3,1,67,3,277.01
42265,Peggy Schulist,146.108.253.1,1,1,54,5,1085.3
42266,Ulysses Satterfield,71.169.125.253,3,1,60,5,830.11
42267,Willodean Wehner,,4,0,59,5,2371.1
42268,Denny Hauck,251.95.132.81,1,1,33,7,1869.2
42269,Randal Bernier,,4,0,26,7,787.73
42270,Terry Runolfsson,,2,0,80,6,490.32
42271,Rozella Lockman,45.127.162.176,4,1,31,7,1329.7
42272,Gilma Nader,,2,0,31,3,454.16
42273,Branden Harber,124.36.51.93,1,1,30,7,678.71
42274,Chris Deckow,90.239.247.202,1,1,50,3,567.49
42275,Reuben Bartell,27.79.167.105,1,1,45,2,334.29
42276,Alphonso Considine,,2,0,57,7,498.65
42277,Edwin Green,,4,0,36,4,2222.9
42278,Yong Stracke,204.165.160.37,4,1,41,3,1569.0
42279,Pearlie Ledner,,3,0,20,2,645.35
42280,Wilbur Franecki,48.136.247.24,4,1,22,5,134.76
42281,Nelson Sporer,24.251.50.107,3,1,59,7,552.12
42282,Bonny Gorczany,,4,0,32,3,1716.4
42283,Verdie Muller,,4,0,54,4,884.83
42284,Ian Mohr,,2,0,63,4,394.13
42285,Alice Dietrich,,2,0,34,4,206.18
42286,Refugio Watsica,,3,0,30,1,1732.0
42287,Louis Haley,113.12.12.197,1,1,48,6,1571.0
42288,Simon Corwin,207.74.74.194,4,1,45,6,1799.4
42289,Bud Dietrich,50.94.67.131,1,1,46,6,551.82
42290,Donna Franecki,,3,0,28,6,2494.5
42291,Kyung Hills,,2,0,84,7,463.26
42292,Hana Oberbrunner,,4,0,60,8,1643.7
42293,Ernie Botsford,,3,0,44,4,558.51
42294,Armando Prosacco,53.119.123.149,1,1,49,3,1497.3
42295,Mark Johns,,4,0,59,7,193.63
42296,Renato Hegmann,,2,0,75,1,228.53
42297,Golden Kuhlman,35.194.239.254,4,1,47,3,618.92
42298,Marget Moen,71.105.19.126,1,1,62,2,810.87
42299,Dale Roberts,,3,0,27,6,689.31
42300,Suzann Goodwin,36.199.101.203,3,1,40,7,342.67
42301,Kathrin Price,,4,0,26,5,1973.1
42302,Jesusa Conn,68.161.36.93,1,1,35,8,1344.9
42303,Sang Vandervort,,2,0,64,2,423.94
42304,Ernest Morissette,168.120.226.94,3,1,64,2,622.71
42305,Rico Langosh,2.46.46.87,1,1,38,4,239.81
42306,Kristie Gerhold,,4,0,23,3,1103.4
42307,Rachal White,,2,0,44,2,203.82
42308,Cesar Barrows,253.111.48.62,3,1,44,1,547.12
42309,Archie Klocko,220.166.73.93,3,1,72,6,824.77
42310,Todd Hegmann,123.121.126.60,4,1,31,4,854.85
42311,Rose Hayes,106.211.20.177,4,1,38,7,1139.5
42312,Augusta Gorczany,207.113.83.237,3,1,66,1,379.36
42313,Cesar Goyette,,2,0,55,6,459.39
42314,Coy Roob,91.192.23.191,1,1,33,3,978.64
42315,Corina Thompson,185.118.104.66,4,1,20,2,1655.6
42316,Errol Leuschke,172.222.61.173,3,1,48,3,347.92
42317,Christal Hamill,1.244.92.187,3,1,64,5,281.35
42318,Julienne Cassin,255.123.94.201,1,1,71,7,84.614
42319,Howard Halvorson,,4,0,43,5,2804.5
42320,Marlyn Jewess,,3,0,47,3,106.14
42321,Doug Boyer,,2,0,46,1,394.12
42322,Tyler Spinka,67.4.139.53,3,1,39,4,150.07
42323,Lizzie Harvey,,2,0,45,4,206.53
42324,Gerry O'Conner,68.107.76.189,1,1,40,2,85.035
42325,Yong Schroeder,,4,0,22,4,2815.1
42326,Lucius Lehner,,2,0,40,7,282.81
42327,Maya Lemke,36.70.204.231,3,1,32,6,833.09
42328,Santiago Hettinger,200.24.180.136,4,1,29,6,594.49
42329,Olin Larson,,3,0,58,6,792.45
42330,Al Stroman,32.57.9.72,1,1,43,6,143.41
42331,Williemae Muller,250.39.245.73,3,1,29,1,208.06
42332,Georgiana Rippin,222.29.86.135,4,1,52,8,581.86
42333,Louis Goodwin,158.94.107.17,1,1,37,1,497.13
42334,Magaret Runolfsson,,2,0,81,5,71.165
42335,Robert Windler,231.82.160.122,4,1,53,2,792.62
42336,Troy Durgan,52.225.99.109,1,1,22,2,819.67
42337,Andrew Hettinger,164.32.90.233,3,1,63,4,729.89
42338,Arnold Schroeder,,3,0,24,5,1808.9
42339,Jean Maggio,237.28.73.28,4,1,54,3,1764.3
42340,Keila Daugherty,,4,0,35,1,1976.1
42341,Paul Hamill,121.113.186.158,4,1,52,5,384.67
42342,Ferdinand Terry,251.237.137.50,4,1,49,2,889.22
42343,Roman Kuhic,121.113.204.171,3,1,30,3,358.94
42344,Stephen Pacocha,,2,0,76,5,186.47
42345,Michael Hintz,,4,0,40,7,1680.6
42346,Cyrus Treutel,,2,0,69,6,321.56
42347,Jerrold Rice,176.29.159.241,3,1,30,8,175.27
42348,Gabriela Kulas,,2,0,54,6,71.889
42349,Lupe Macejkovic,,2,0,42,2,210.97
42350,Ada Mante,,2,0,54,5,119.33
42351,Genoveva Hermann,244.118.208.170,3,1,49,6,101.67
42352,Cordell Lebsack,,4,0,29,5,2380.9
42353,Arica Hegmann,184.96.110.20,1,1,33,3,824.19
42354,Carolyn Murphy,48.52.73.155,3,1,70,2,893.64
42355,Philip Klein,151.80.221.118,3,1,45,5,354.93
42356,Bridgette Wuckert,36.174.113.74,4,1,33,1,1297.9
42357,Casey Kuphal,148.40.29.149,1,1,29,3,328.04
42358,Myron Fahey,212.111.101.11,4,1,31,8,1402.0
42359,Bradford Mitchell,,3,0,44,3,1886.6
42360,Edward Smitham,5.242.139.146,3,1,38,1,107.99
42361,Anja Runte,132.99.217.33,1,1,41,4,1059.9
42362,Jewell Kuhlman,,4,0,28,6,2851.1
42363,Hiram Dibbert,131.79.116.51,1,1,40,5,365.88
42364,Maximo Johns,,4,0,37,6,312.55
42365,Mariann Quigley,,2,0,61,6,448.02
42366,Harlan Kassulke,,3,0,32,4,743.71
42367,Marline Reynolds,209.71.12.56,4,1,32,1,92.886
42368,Hyman Wunsch,,3,0,57,6,293.77
42369,Julee Gaylord,49.247.176.7,4,1,21,6,1897.8
42370,Foster Murray,33.20.220.103,4,1,42,1,1485.7
42371,Eulah Quigley,81.239.26.239,1,1,47,4,1846.0
42372,Carmel Heaney,158.117.213.138,4,1,52,7,1742.6
